recorded_at,device_name,power_kwh,water_m3,gas_m3
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:37,1024,262
2025-04-11 10:36:38,1024,262
2025-04-11 10:36:38,1024,262
2025-04-11 10:36:38,1024,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:38,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:39,1025,262
2025-04-11 10:36:40,1025,262
2025-04-11 10:36:40,1025,262
2025-04-11 10:36:40,1025,262
2025-04-11 10:36:40,1025,262
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:40,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:41,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:42,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:43,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:44,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:45,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:46,1025,259
2025-04-11 10:36:47,1025,259
2025-04-11 10:36:47,1025,259
2025-04-11 10:36:47,1025,259
2025-04-11 10:36:47,1025,259
2025-04-11 10:36:47,1025,259
2025-04-11 10:36:47,1025,259
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:47,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:48,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:49,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:50,1025,261
2025-04-11 10:36:51,1025,261
2025-04-11 10:36:51,1025,261
2025-04-11 10:36:51,1025,261
2025-04-11 10:36:51,1025,261
2025-04-11 10:36:51,1025,261
2025-04-11 10:36:51,1025,261
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:51,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:52,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:53,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:54,1025,264
2025-04-11 10:36:55,1025,264
2025-04-11 10:36:55,1025,264
2025-04-11 10:36:55,1025,264
2025-04-11 10:36:55,1025,264
2025-04-11 10:36:55,1025,264
2025-04-11 10:36:55,1025,264
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:55,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:56,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1025,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:57,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,267
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:58,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:36:59,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1026,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:00,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:01,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,268
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:02,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:03,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:04,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:05,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,269
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:06,1025,272
2025-04-11 10:37:07,1025,272
2025-04-11 10:37:07,1025,272
2025-04-11 10:37:07,1025,272
2025-04-11 10:37:07,1025,272
2025-04-11 10:37:07,1025,272
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:16,1025,276
2025-04-11 10:37:17,1025,276
2025-04-11 10:37:17,1025,276
2025-04-11 10:37:17,1025,276
2025-04-11 10:37:17,1025,276
2025-04-11 10:37:17,1025,276
2025-04-11 10:37:17,1025,276
2025-04-11 10:37:17,1025,277
2025-04-11 10:37:17,1025,277
2025-04-11 10:37:17,1025,277
2025-04-11 10:37:17,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:18,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:19,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:20,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:21,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:22,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:23,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:24,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,277
2025-04-11 10:37:25,1025,278
2025-04-11 10:37:25,1025,278
2025-04-11 10:37:25,1025,278
2025-04-11 10:37:25,1025,278
2025-04-11 10:37:25,1025,278
2025-04-11 10:37:25,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:26,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
2025-04-11 10:37:27,1025,278
