2025-04-14 11:46:33, CO2=946, PM2.5=11.3
2025-04-24T02:35:23.132026+00:00 | CO2=856.6 ppm | PM2.5=12.47 μg/m³
[2025-04-24 10:35:23.192269] ✅ 資料已更新
2025-04-24T02:35:58.875975+00:00 | CO2=862.6 ppm | PM2.5=11.88 μg/m³
[2025-04-24 10:35:59.204655] ✅ 資料已更新
2025-04-24T02:36:32.221005+00:00 | CO2=865.6 ppm | PM2.5=11.71 μg/m³
[2025-04-24 10:36:32.514759] ✅ 資料已更新
2025-04-24T02:37:05.292637+00:00 | CO2=867.6 ppm | PM2.5=11.22 μg/m³
[2025-04-24 10:37:05.381442] ✅ 資料已更新
2025-04-24T02:37:38.267693+00:00 | CO2=869.6 ppm | PM2.5=12.09 μg/m³
[2025-04-24 10:37:38.327513] ✅ 資料已更新
[2025-04-24 10:38:11.328488] ✅ 資料已更新
2025-04-24T02:38:11.483728+00:00 | CO2=873.6 ppm | PM2.5=13.29 μg/m³
[2025-04-24 10:38:44.353705] ✅ 資料已更新
2025-04-24T02:38:44.380117+00:00 | CO2=877.6 ppm | PM2.5=12.16 μg/m³
[2025-04-24 10:39:16.783258] ✅ 資料已更新
2025-04-24T02:39:17.467650+00:00 | CO2=882.6 ppm | PM2.5=11.42 μg/m³
[2025-04-24 10:39:50.694741] ✅ 資料已更新
2025-04-24T02:39:51.035348+00:00 | CO2=883.6 ppm | PM2.5=10.85 μg/m³
[2025-04-24 10:40:23.941003] ✅ 資料已更新
2025-04-24T02:40:24.155329+00:00 | CO2=884.6 ppm | PM2.5=11.87 μg/m³
[2025-04-24 10:40:57.849649] ✅ 資料已更新
2025-04-24T02:40:57.851373+00:00 | CO2=884.6 ppm | PM2.5=12.05 μg/m³
2025-04-24T02:41:28.124107+00:00 | CO2=884.6 ppm | PM2.5=12.43 μg/m³
[2025-04-24 10:41:30.914198] ✅ 資料已更新
2025-04-24T02:42:01.131968+00:00 | CO2=884.6 ppm | PM2.5=12.54 μg/m³
[2025-04-24 10:42:04.120238] ✅ 資料已更新
2025-04-24T02:42:34.059977+00:00 | CO2=885.6 ppm | PM2.5=12.27 μg/m³
[2025-04-24 10:42:37.208983] ✅ 資料已更新
2025-04-24T02:43:06.924108+00:00 | CO2=885.6 ppm | PM2.5=12.12 μg/m³
[2025-04-24 10:43:10.128882] ✅ 資料已更新
2025-04-24T02:43:40.283784+00:00 | CO2=887.6 ppm | PM2.5=11.7 μg/m³
[2025-04-24 10:43:43.382350] ✅ 資料已更新
2025-04-24T02:44:13.386768+00:00 | CO2=888.6 ppm | PM2.5=11.49 μg/m³
[2025-04-24 10:44:16.364752] ✅ 資料已更新
2025-04-24T02:44:48.251195+00:00 | CO2=887.6 ppm | PM2.5=11.54 μg/m³
[2025-04-24 10:44:50.181208] ✅ 資料已更新
2025-04-24T02:45:21.658648+00:00 | CO2=887.6 ppm | PM2.5=10.78 μg/m³
[2025-04-24 10:45:22.854155] ✅ 資料已更新
2025-04-24T02:45:55.402638+00:00 | CO2=888.6 ppm | PM2.5=11.39 μg/m³
[2025-04-24 10:45:56.498489] ✅ 資料已更新
2025-04-24T02:46:28.778744+00:00 | CO2=888.6 ppm | PM2.5=11.69 μg/m³
[2025-04-24 10:46:29.645917] ✅ 資料已更新
2025-04-24T02:47:01.979261+00:00 | CO2=888.6 ppm | PM2.5=11.8 μg/m³
[2025-04-24 10:47:02.886678] ✅ 資料已更新
2025-04-24T02:47:35.162352+00:00 | CO2=893.6 ppm | PM2.5=11.74 μg/m³
[2025-04-24 10:47:35.987261] ✅ 資料已更新
2025-04-24T02:48:09.050831+00:00 | CO2=897.6 ppm | PM2.5=11.31 μg/m³
[2025-04-24 10:48:09.999366] ✅ 資料已更新
2025-04-24T02:48:42.410698+00:00 | CO2=896.6 ppm | PM2.5=12.87 μg/m³
[2025-04-24 10:48:43.230082] ✅ 資料已更新
2025-04-24T02:49:15.642918+00:00 | CO2=893.6 ppm | PM2.5=11.69 μg/m³
[2025-04-24 10:49:16.457683] ✅ 資料已更新
2025-04-24T02:49:49.002553+00:00 | CO2=896.6 ppm | PM2.5=12.22 μg/m³
[2025-04-24 10:49:50.032868] ✅ 資料已更新
2025-04-24T02:50:22.074048+00:00 | CO2=898.6 ppm | PM2.5=11.48 μg/m³
[2025-04-24 10:50:23.121980] ✅ 資料已更新
2025-04-24T02:50:55.417862+00:00 | CO2=899.6 ppm | PM2.5=12.33 μg/m³
[2025-04-24 10:50:56.292874] ✅ 資料已更新
2025-04-24T02:51:29.707199+00:00 | CO2=901.6 ppm | PM2.5=11.93 μg/m³
[2025-04-24 10:51:30.272335] ✅ 資料已更新
[2025-04-24 10:52:03.101590] ✅ 資料已更新
2025-04-24T02:52:03.113707+00:00 | CO2=899.6 ppm | PM2.5=12.69 μg/m³
2025-04-24T02:52:36.090143+00:00 | CO2=897.6 ppm | PM2.5=12.83 μg/m³
[2025-04-24 10:52:36.262589] ✅ 資料已更新
[2025-04-24 10:53:09.346603] ✅ 資料已更新
2025-04-24T02:53:09.369661+00:00 | CO2=896.6 ppm | PM2.5=13.1 μg/m³
[2025-04-24 10:53:41.547989] ✅ 資料已更新
2025-04-24T02:53:42.282395+00:00 | CO2=894.6 ppm | PM2.5=12.28 μg/m³
[2025-04-24 10:54:14.556626] ✅ 資料已更新
2025-04-24T02:54:15.257417+00:00 | CO2=894.6 ppm | PM2.5=11.93 μg/m³
[2025-04-24 10:54:47.706775] ✅ 資料已更新
2025-04-24T02:54:48.585780+00:00 | CO2=896.6 ppm | PM2.5=12.02 μg/m³
[2025-04-24 10:55:20.951008] ✅ 資料已更新
2025-04-24T02:55:21.865805+00:00 | CO2=897.6 ppm | PM2.5=12.4 μg/m³
[2025-04-24 10:55:54.901255] ✅ 資料已更新
2025-04-24T02:55:55.209301+00:00 | CO2=897.6 ppm | PM2.5=11.14 μg/m³
[2025-04-24 10:56:27.845955] ✅ 資料已更新
2025-04-24T02:56:28.521049+00:00 | CO2=898.6 ppm | PM2.5=12.88 μg/m³
[2025-04-24 10:57:00.970799] ✅ 資料已更新
2025-04-24T02:57:01.545108+00:00 | CO2=898.6 ppm | PM2.5=12.08 μg/m³
[2025-04-24 10:57:34.331358] ✅ 資料已更新
2025-04-24T02:57:34.568926+00:00 | CO2=898.6 ppm | PM2.5=11.22 μg/m³
[2025-04-24 10:58:06.666322] ✅ 資料已更新
2025-04-24T02:58:07.784855+00:00 | CO2=900.6 ppm | PM2.5=11.82 μg/m³
[2025-04-24 10:58:39.696898] ✅ 資料已更新
2025-04-24T02:58:40.601985+00:00 | CO2=899.6 ppm | PM2.5=11.48 μg/m³
[2025-04-24 10:59:12.641835] ✅ 資料已更新
2025-04-24T02:59:13.513732+00:00 | CO2=903.6 ppm | PM2.5=12.69 μg/m³
[2025-04-24 10:59:45.761284] ✅ 資料已更新
2025-04-24T02:59:46.553688+00:00 | CO2=904.6 ppm | PM2.5=12.33 μg/m³
[2025-04-24 11:00:19.024965] ✅ 資料已更新
2025-04-24T03:00:19.913533+00:00 | CO2=908.6 ppm | PM2.5=12.28 μg/m³
[2025-04-24 11:25:30.068241] ✅ 資料已更新
[2025-04-24 11:26:05.462682] ✅ 資料已更新
2025-04-24T03:26:28.346169+00:00 | CO2=959.6 ppm | PM2.5=14.58 μg/m³
[2025-04-24 11:26:38.787321] ✅ 資料已更新
2025-04-24T03:27:02.074364+00:00 | CO2=965.6 ppm | PM2.5=12.75 μg/m³
[2025-04-24 11:27:11.682875] ✅ 資料已更新
2025-04-24T03:27:35.066296+00:00 | CO2=960.6 ppm | PM2.5=13.08 μg/m³
[2025-04-24 11:27:44.441784] ✅ 資料已更新
2025-04-24T03:28:07.914932+00:00 | CO2=955.6 ppm | PM2.5=12.25 μg/m³
[2025-04-24 11:28:17.187838] ✅ 資料已更新
2025-04-24T03:28:40.729435+00:00 | CO2=953.6 ppm | PM2.5=11.62 μg/m³
[2025-04-24 11:28:50.029944] ✅ 資料已更新
2025-04-24T03:29:13.546123+00:00 | CO2=951.6 ppm | PM2.5=11.76 μg/m³
[2025-04-24 11:29:22.782140] ✅ 資料已更新
2025-04-24T03:29:46.521618+00:00 | CO2=950.6 ppm | PM2.5=12.54 μg/m³
[2025-04-24 11:29:55.674093] ✅ 資料已更新
2025-04-24T03:30:19.544834+00:00 | CO2=950.6 ppm | PM2.5=12.96 μg/m³
[2025-04-24 11:30:28.531310] ✅ 資料已更新
2025-04-24T03:30:52.633082+00:00 | CO2=951.6 ppm | PM2.5=12.5 μg/m³
[2025-04-24 11:31:01.570858] ✅ 資料已更新
2025-04-24T03:31:25.529448+00:00 | CO2=950.6 ppm | PM2.5=12.18 μg/m³
[2025-04-24 11:31:35.003463] ✅ 資料已更新
2025-04-24T03:31:58.696590+00:00 | CO2=950.6 ppm | PM2.5=12.74 μg/m³
[2025-04-24 11:32:07.811926] ✅ 資料已更新
2025-04-24T03:32:32.536509+00:00 | CO2=948.6 ppm | PM2.5=12.36 μg/m³
[2025-04-24 11:32:40.779858] ✅ 資料已更新
2025-04-24T03:33:06.105082+00:00 | CO2=947.6 ppm | PM2.5=12.63 μg/m³
[2025-04-24 11:33:13.731895] ✅ 資料已更新
2025-04-24T03:33:39.113557+00:00 | CO2=949.6 ppm | PM2.5=12.79 μg/m³
[2025-04-24 11:33:46.816715] ✅ 資料已更新
2025-04-24T03:34:12.313828+00:00 | CO2=948.6 ppm | PM2.5=12.49 μg/m³
[2025-04-24 11:34:19.679536] ✅ 資料已更新
2025-04-24T03:34:45.608148+00:00 | CO2=947.6 ppm | PM2.5=13.33 μg/m³
[2025-04-24 11:34:52.549963] ✅ 資料已更新
2025-04-24T03:35:18.952536+00:00 | CO2=947.6 ppm | PM2.5=11.76 μg/m³
[2025-04-24 11:35:25.385787] ✅ 資料已更新
2025-04-24T03:35:52.056526+00:00 | CO2=947.6 ppm | PM2.5=12.86 μg/m³
[2025-04-24 11:35:58.519830] ✅ 資料已更新
2025-04-24T03:36:24.999882+00:00 | CO2=946.6 ppm | PM2.5=12.7 μg/m³
[2025-04-24 11:36:31.516068] ✅ 資料已更新
2025-04-24T03:36:58.103905+00:00 | CO2=948.6 ppm | PM2.5=13.36 μg/m³
[2025-04-24 11:37:04.370536] ✅ 資料已更新
2025-04-24T03:37:31.112446+00:00 | CO2=948.6 ppm | PM2.5=12.52 μg/m³
[2025-04-24 11:37:37.255778] ✅ 資料已更新
2025-04-24T03:38:04.135617+00:00 | CO2=948.6 ppm | PM2.5=12.73 μg/m³
[2025-04-24 11:38:10.212748] ✅ 資料已更新
2025-04-24T03:38:39.767561+00:00 | CO2=950.6 ppm | PM2.5=12.54 μg/m³
[2025-04-24 11:38:43.854960] ✅ 資料已更新
2025-04-24T03:39:12.808049+00:00 | CO2=955.6 ppm | PM2.5=13.08 μg/m³
[2025-04-24 11:39:16.607514] ✅ 資料已更新
2025-04-24T03:39:45.655322+00:00 | CO2=954.6 ppm | PM2.5=11.92 μg/m³
[2025-04-24 11:39:49.685502] ✅ 資料已更新
2025-04-24T03:40:18.680238+00:00 | CO2=953.6 ppm | PM2.5=12.44 μg/m³
[2025-04-24 11:40:22.422562] ✅ 資料已更新
2025-04-24T03:40:51.608143+00:00 | CO2=953.6 ppm | PM2.5=11.86 μg/m³
[2025-04-24 11:40:55.173205] ✅ 資料已更新
2025-04-24T03:41:24.472207+00:00 | CO2=956.6 ppm | PM2.5=11.9 μg/m³
[2025-04-24 11:41:28.058839] ✅ 資料已更新
2025-04-24T03:41:57.239468+00:00 | CO2=956.6 ppm | PM2.5=11.3 μg/m³
[2025-04-24 11:42:00.829892] ✅ 資料已更新
2025-04-24T03:42:30.168260+00:00 | CO2=956.6 ppm | PM2.5=12.5 μg/m³
[2025-04-24 11:42:33.606291] ✅ 資料已更新
2025-04-24T03:43:03.046787+00:00 | CO2=955.6 ppm | PM2.5=12.66 μg/m³
[2025-04-24 11:43:06.338979] ✅ 資料已更新
2025-04-24T03:43:36.055896+00:00 | CO2=957.6 ppm | PM2.5=11.62 μg/m³
[2025-04-24 11:43:39.197322] ✅ 資料已更新
2025-04-24T03:44:09.064015+00:00 | CO2=962.6 ppm | PM2.5=11.87 μg/m³
[2025-04-24 11:44:12.185496] ✅ 資料已更新
2025-04-24T03:44:42.327395+00:00 | CO2=966.6 ppm | PM2.5=12.41 μg/m³
[2025-04-24 11:44:45.159898] ✅ 資料已更新
2025-04-24T03:45:15.367508+00:00 | CO2=966.6 ppm | PM2.5=11.81 μg/m³
[2025-04-24 11:45:18.023496] ✅ 資料已更新
2025-04-24T03:45:48.120234+00:00 | CO2=966.6 ppm | PM2.5=11.94 μg/m³
[2025-04-24 11:45:50.829012] ✅ 資料已更新
2025-04-24T03:46:20.902675+00:00 | CO2=966.6 ppm | PM2.5=11.83 μg/m³
[2025-04-24 11:46:23.886821] ✅ 資料已更新
2025-04-24T03:46:53.623950+00:00 | CO2=983.6 ppm | PM2.5=12.29 μg/m³
[2025-04-24 11:46:56.616648] ✅ 資料已更新
2025-04-24T03:47:26.503476+00:00 | CO2=1005.6 ppm | PM2.5=12.43 μg/m³
[2025-04-24 11:47:29.721641] ✅ 資料已更新
2025-04-24T03:47:59.318725+00:00 | CO2=1014.6 ppm | PM2.5=13.14 μg/m³
[2025-04-24 11:48:02.986539] ✅ 資料已更新
2025-04-24T03:48:32.470007+00:00 | CO2=1024.6 ppm | PM2.5=12.35 μg/m³
[2025-04-24 11:48:36.342005] ✅ 資料已更新
2025-04-24T03:49:05.623217+00:00 | CO2=1008.6 ppm | PM2.5=11.64 μg/m³
[2025-04-24 11:49:09.798349] ✅ 資料已更新
2025-04-24T03:49:38.966906+00:00 | CO2=995.6 ppm | PM2.5=11.37 μg/m³
[2025-04-24 11:49:43.311289] ✅ 資料已更新
2025-04-24T03:50:12.102526+00:00 | CO2=991.6 ppm | PM2.5=11.49 μg/m³
[2025-04-24 11:50:16.621382] ✅ 資料已更新
2025-04-24T03:50:45.366096+00:00 | CO2=994.6 ppm | PM2.5=11.74 μg/m³
[2025-04-24 11:50:50.739659] ✅ 資料已更新
2025-04-24T03:51:19.286025+00:00 | CO2=993.6 ppm | PM2.5=11.28 μg/m³
[2025-04-24 11:51:25.466191] ✅ 資料已更新
2025-04-24T03:51:52.709683+00:00 | CO2=987.6 ppm | PM2.5=12.18 μg/m³
[2025-04-24 11:51:59.443112] ✅ 資料已更新
2025-04-24T03:52:26.390473+00:00 | CO2=987.6 ppm | PM2.5=11.29 μg/m³
[2025-04-24 11:52:32.211290] ✅ 資料已更新
2025-04-24T03:52:59.222881+00:00 | CO2=5984.6 ppm | PM2.5=11.82 μg/m³
[2025-04-24 11:53:05.172042] ✅ 資料已更新
2025-04-24T03:53:32.037326+00:00 | CO2=2821.6 ppm | PM2.5=12.57 μg/m³
[2025-04-24 11:53:38.627802] ✅ 資料已更新
2025-04-24T03:54:05.287166+00:00 | CO2=1357.6 ppm | PM2.5=13.86 μg/m³
[2025-04-24 11:54:11.349576] ✅ 資料已更新
2025-04-24T03:54:38.629146+00:00 | CO2=1040.6 ppm | PM2.5=12.57 μg/m³
[2025-04-24 11:54:44.594170] ✅ 資料已更新
2025-04-24T03:55:11.797502+00:00 | CO2=993.6 ppm | PM2.5=12.94 μg/m³
[2025-04-24 11:55:17.404600] ✅ 資料已更新
2025-04-24T03:55:44.661414+00:00 | CO2=986.6 ppm | PM2.5=13.63 μg/m³
[2025-04-24 11:55:50.239362] ✅ 資料已更新
2025-04-24T03:56:17.638151+00:00 | CO2=986.6 ppm | PM2.5=12.85 μg/m³
[2025-04-24 11:56:23.025364] ✅ 資料已更新
2025-04-24T03:56:50.404744+00:00 | CO2=985.6 ppm | PM2.5=11.82 μg/m³
[2025-04-24 11:56:55.883350] ✅ 資料已更新
2025-04-24T03:57:23.349563+00:00 | CO2=984.6 ppm | PM2.5=12.42 μg/m³
[2025-04-24 11:57:28.640657] ✅ 資料已更新
2025-04-24T03:57:56.213943+00:00 | CO2=982.6 ppm | PM2.5=12.01 μg/m³
[2025-04-24 11:58:01.372719] ✅ 資料已更新
2025-04-24T03:58:29.030247+00:00 | CO2=976.6 ppm | PM2.5=12.06 μg/m³
[2025-04-24 11:58:34.193802] ✅ 資料已更新
2025-04-24T03:59:01.781705+00:00 | CO2=970.6 ppm | PM2.5=12.67 μg/m³
[2025-04-24 11:59:06.951327] ✅ 資料已更新
2025-04-24T03:59:34.628297+00:00 | CO2=974.6 ppm | PM2.5=12.56 μg/m³
[2025-04-24 11:59:39.708325] ✅ 資料已更新
2025-04-24T04:00:08.148764+00:00 | CO2=982.6 ppm | PM2.5=11.98 μg/m³
[2025-04-24 12:00:12.901847] ✅ 資料已更新
2025-04-24T04:00:41.364562+00:00 | CO2=3798.6 ppm | PM2.5=12.96 μg/m³
[2025-04-24 12:00:46.191472] ✅ 資料已更新
2025-04-24T04:01:14.500679+00:00 | CO2=2947.6 ppm | PM2.5=12.53 μg/m³
[2025-04-24 12:01:19.044734] ✅ 資料已更新
2025-04-24T04:01:47.732920+00:00 | CO2=1380.6 ppm | PM2.5=12.41 μg/m³
[2025-04-24 12:01:52.076246] ✅ 資料已更新
2025-04-24T04:02:20.613465+00:00 | CO2=1069.6 ppm | PM2.5=13.31 μg/m³
[2025-04-24 12:02:25.096642] ✅ 資料已更新
2025-04-24T04:02:53.445225+00:00 | CO2=1005.6 ppm | PM2.5=13.28 μg/m³
[2025-04-24 12:02:58.230313] ✅ 資料已更新
2025-04-24T04:03:26.244642+00:00 | CO2=1007.6 ppm | PM2.5=13.81 μg/m³
[2025-04-24 12:03:31.361815] ✅ 資料已更新
2025-04-24T04:03:59.188618+00:00 | CO2=1023.6 ppm | PM2.5=12.68 μg/m³
[2025-04-24 12:04:04.310974] ✅ 資料已更新
2025-04-24T04:04:32.132711+00:00 | CO2=1025.6 ppm | PM2.5=12.86 μg/m³
[2025-04-24 12:04:37.049257] ✅ 資料已更新
2025-04-24T04:05:04.948865+00:00 | CO2=1028.6 ppm | PM2.5=13.0 μg/m³
[2025-04-24 12:05:09.863218] ✅ 資料已更新
2025-04-24T04:05:38.116271+00:00 | CO2=1016.6 ppm | PM2.5=12.69 μg/m³
[2025-04-24 12:05:42.646961] ✅ 資料已更新
2025-04-24T04:06:10.916061+00:00 | CO2=1013.6 ppm | PM2.5=12.04 μg/m³
[2025-04-24 12:06:15.609899] ✅ 資料已更新
2025-04-24T04:06:43.732445+00:00 | CO2=1007.6 ppm | PM2.5=13.37 μg/m³
[2025-04-24 12:06:48.626133] ✅ 資料已更新
2025-04-24T04:07:16.531140+00:00 | CO2=999.6 ppm | PM2.5=12.5 μg/m³
[2025-04-24 12:07:21.467184] ✅ 資料已更新
2025-04-24T04:07:49.956201+00:00 | CO2=1011.6 ppm | PM2.5=12.92 μg/m³
[2025-04-24 12:07:54.325559] ✅ 資料已更新
2025-04-24T04:08:22.771693+00:00 | CO2=1009.6 ppm | PM2.5=12.57 μg/m³
[2025-04-24 12:08:27.170410] ✅ 資料已更新
2025-04-24T04:08:55.523808+00:00 | CO2=1000.6 ppm | PM2.5=12.69 μg/m³
[2025-04-24 12:09:00.131804] ✅ 資料已更新
2025-04-24T04:09:28.291472+00:00 | CO2=997.6 ppm | PM2.5=12.39 μg/m³
[2025-04-24 12:09:33.464576] ✅ 資料已更新
2025-04-24T04:10:01.203922+00:00 | CO2=994.6 ppm | PM2.5=12.25 μg/m³
[2025-04-24 12:10:06.459546] ✅ 資料已更新
2025-04-24T04:10:34.195530+00:00 | CO2=993.6 ppm | PM2.5=12.32 μg/m³
[2025-04-24 12:10:39.229418] ✅ 資料已更新
2025-04-24T04:11:06.979885+00:00 | CO2=993.6 ppm | PM2.5=13.32 μg/m³
[2025-04-24 12:11:11.932177] ✅ 資料已更新
2025-04-24T04:11:39.971811+00:00 | CO2=993.6 ppm | PM2.5=12.57 μg/m³
[2025-04-24 12:11:44.759030] ✅ 資料已更新
2025-04-24T04:12:12.803737+00:00 | CO2=995.6 ppm | PM2.5=12.25 μg/m³
[2025-04-24 12:12:17.526928] ✅ 資料已更新
2025-04-24T04:12:45.794863+00:00 | CO2=995.6 ppm | PM2.5=13.25 μg/m³
[2025-04-24 12:12:50.559656] ✅ 資料已更新
2025-04-24T04:13:18.740057+00:00 | CO2=995.6 ppm | PM2.5=12.22 μg/m³
[2025-04-24 12:13:23.399187] ✅ 資料已更新
2025-04-24T04:13:51.571229+00:00 | CO2=994.6 ppm | PM2.5=12.63 μg/m³
[2025-04-24 12:13:56.242049] ✅ 資料已更新
2025-04-24T04:14:24.274698+00:00 | CO2=993.6 ppm | PM2.5=12.66 μg/m³
[2025-04-24 12:14:29.044047] ✅ 資料已更新
2025-04-24T04:14:57.314613+00:00 | CO2=993.6 ppm | PM2.5=12.61 μg/m³
[2025-04-24 12:15:03.920751] ✅ 資料已更新
2025-04-24T04:15:30.370412+00:00 | CO2=994.6 ppm | PM2.5=12.89 μg/m³
[2025-04-24 12:15:37.027339] ✅ 資料已更新
2025-04-24T04:16:04.193784+00:00 | CO2=993.6 ppm | PM2.5=11.73 μg/m³
[2025-04-24 12:16:09.920113] ✅ 資料已更新
2025-04-24T04:16:37.234951+00:00 | CO2=994.6 ppm | PM2.5=12.25 μg/m³
[2025-04-24 12:16:42.926852] ✅ 資料已更新
2025-04-24T04:17:10.049775+00:00 | CO2=989.6 ppm | PM2.5=12.17 μg/m³
[2025-04-24 12:17:16.156162] ✅ 資料已更新
2025-04-24T04:17:44.002417+00:00 | CO2=984.6 ppm | PM2.5=12.24 μg/m³
[2025-04-24 12:17:49.455194] ✅ 資料已更新
2025-04-24T04:18:17.249529+00:00 | CO2=985.6 ppm | PM2.5=12.78 μg/m³
[2025-04-24 12:18:22.343536] ✅ 資料已更新
2025-04-24T04:18:50.929632+00:00 | CO2=984.6 ppm | PM2.5=12.33 μg/m³
[2025-04-24 12:18:55.477598] ✅ 資料已更新
2025-04-24T04:19:23.730156+00:00 | CO2=982.6 ppm | PM2.5=12.13 μg/m³
[2025-04-24 12:19:28.825413] ✅ 資料已更新
2025-04-24T04:19:56.898028+00:00 | CO2=984.6 ppm | PM2.5=12.66 μg/m³
[2025-04-24 12:20:01.796696] ✅ 資料已更新
2025-04-24T04:20:29.874289+00:00 | CO2=985.6 ppm | PM2.5=13.25 μg/m³
[2025-04-24 12:20:34.759505] ✅ 資料已更新
2025-04-24T04:21:02.641917+00:00 | CO2=988.6 ppm | PM2.5=12.52 μg/m³
[2025-04-24 12:21:07.562271] ✅ 資料已更新
2025-04-24T04:21:35.442093+00:00 | CO2=990.6 ppm | PM2.5=12.37 μg/m³
[2025-04-24 12:21:40.330812] ✅ 資料已更新
2025-04-24T04:22:08.193775+00:00 | CO2=995.6 ppm | PM2.5=11.86 μg/m³
[2025-04-24 12:22:12.988196] ✅ 資料已更新
2025-04-24T04:22:42.274133+00:00 | CO2=996.6 ppm | PM2.5=12.61 μg/m³
[2025-04-24 12:22:46.051562] ✅ 資料已更新
2025-04-24T04:23:14.994187+00:00 | CO2=997.6 ppm | PM2.5=12.9 μg/m³
[2025-04-24 12:23:18.795302] ✅ 資料已更新
2025-04-24T04:23:47.810189+00:00 | CO2=1000.6 ppm | PM2.5=12.8 μg/m³
[2025-04-24 12:23:51.489570] ✅ 資料已更新
2025-04-24T04:24:20.578097+00:00 | CO2=999.6 ppm | PM2.5=11.87 μg/m³
[2025-04-24 12:24:24.224385] ✅ 資料已更新
2025-04-24T04:24:53.329443+00:00 | CO2=999.6 ppm | PM2.5=12.32 μg/m³
[2025-04-24 12:24:57.020501] ✅ 資料已更新
2025-04-24T04:25:26.178161+00:00 | CO2=999.6 ppm | PM2.5=12.1 μg/m³
[2025-04-24 12:25:29.719061] ✅ 資料已更新
2025-04-24T04:25:58.929402+00:00 | CO2=1002.6 ppm | PM2.5=12.41 μg/m³
[2025-04-24 12:26:02.464206] ✅ 資料已更新
2025-04-24T04:26:31.744177+00:00 | CO2=1007.6 ppm | PM2.5=11.74 μg/m³
[2025-04-24 12:26:35.372509] ✅ 資料已更新
2025-04-24T04:27:05.152603+00:00 | CO2=1006.6 ppm | PM2.5=12.55 μg/m³
[2025-04-24 12:27:08.169365] ✅ 資料已更新
2025-04-24T04:27:38.241046+00:00 | CO2=1008.6 ppm | PM2.5=12.28 μg/m³
2025-04-24T04:28:11.424387+00:00 | CO2=1011.6 ppm | PM2.5=11.73 μg/m³
[2025-04-24 12:28:34.451315] ✅ 資料已更新
2025-04-24T04:28:44.225012+00:00 | CO2=1010.6 ppm | PM2.5=11.97 μg/m³
[2025-04-24 12:29:07.217233] ✅ 資料已更新
2025-04-24T04:29:17.105354+00:00 | CO2=1008.6 ppm | PM2.5=12.34 μg/m³
[2025-04-24 12:29:39.935065] ✅ 資料已更新
2025-04-24T04:29:49.857535+00:00 | CO2=1008.6 ppm | PM2.5=12.93 μg/m³
[2025-04-24 12:30:13.019722] ✅ 資料已更新
2025-04-24T04:30:27.760626+00:00 | CO2=1006.6 ppm | PM2.5=13.06 μg/m³
[2025-04-24 12:30:47.790625] ✅ 資料已更新
2025-04-24T04:31:02.128639+00:00 | CO2=1006.6 ppm | PM2.5=12.58 μg/m³
[2025-04-24 12:31:21.300580] ✅ 資料已更新
2025-04-24T04:31:35.137053+00:00 | CO2=1005.6 ppm | PM2.5=12.5 μg/m³
[2025-04-24 12:31:54.205770] ✅ 資料已更新
2025-04-24T04:32:08.017258+00:00 | CO2=1007.6 ppm | PM2.5=12.58 μg/m³
[2025-04-24 12:32:27.230363] ✅ 資料已更新
2025-04-24T04:32:40.944811+00:00 | CO2=1008.6 ppm | PM2.5=12.93 μg/m³
[2025-04-24 12:33:00.012537] ✅ 資料已更新
2025-04-24T04:33:14.016252+00:00 | CO2=1010.6 ppm | PM2.5=12.83 μg/m³
[2025-04-24 12:33:32.990941] ✅ 資料已更新
2025-04-24T04:33:49.601417+00:00 | CO2=1011.6 ppm | PM2.5=12.66 μg/m³
[2025-04-24 12:34:05.810871] ✅ 資料已更新
2025-04-24T04:34:22.288975+00:00 | CO2=1012.6 ppm | PM2.5=12.97 μg/m³
[2025-04-24 12:34:38.614765] ✅ 資料已更新
2025-04-24T04:34:55.089244+00:00 | CO2=1009.6 ppm | PM2.5=12.99 μg/m³
[2025-04-24 12:35:11.580047] ✅ 資料已更新
2025-04-24T04:35:27.809236+00:00 | CO2=1007.6 ppm | PM2.5=12.92 μg/m³
[2025-04-24 12:35:44.450085] ✅ 資料已更新
2025-04-24T04:36:00.593263+00:00 | CO2=1010.6 ppm | PM2.5=12.65 μg/m³
[2025-04-24 12:36:17.204492] ✅ 資料已更新
2025-04-24T04:36:33.409742+00:00 | CO2=1012.6 ppm | PM2.5=12.77 μg/m³
[2025-04-24 12:36:50.026863] ✅ 資料已更新
2025-04-24T04:37:06.225145+00:00 | CO2=1010.6 ppm | PM2.5=12.75 μg/m³
[2025-04-24 12:37:22.793179] ✅ 資料已更新
2025-04-24T04:37:38.912458+00:00 | CO2=1009.6 ppm | PM2.5=12.81 μg/m³
[2025-04-24 12:37:55.741232] ✅ 資料已更新
2025-04-24T04:38:11.631473+00:00 | CO2=1008.6 ppm | PM2.5=13.33 μg/m³
[2025-04-24 12:38:29.025135] ✅ 資料已更新
2025-04-24T04:38:45.199823+00:00 | CO2=1007.6 ppm | PM2.5=13.06 μg/m³
[2025-04-24 12:39:05.763026] ✅ 資料已更新
2025-04-24T04:39:18.000866+00:00 | CO2=1007.6 ppm | PM2.5=12.82 μg/m³
[2025-04-24 12:39:38.760404] ✅ 資料已更新
2025-04-24T04:39:50.736371+00:00 | CO2=1011.6 ppm | PM2.5=13.14 μg/m³
[2025-04-24 12:40:11.497933] ✅ 資料已更新
